version,ultima_actualizacion,codigo,familia,validacion,mensaje
0.3.0,02/12/2024,FEL_RCP442,FEL_RCP,"No se incluye la casilla “Régimen antiguo”, el contenido de la presente casilla coincide con un DTE registrado y vigente en la SAT, pero el valor de la casilla “Tipo de DTE” del documento origen es diferente de: ""FACT"", ""FCAM"",""FESP""",Error. El número de Autorización del Documento Origen corresponde a un documento diferente a factura.
0.3.0,02/12/2024,FEL_RCP443,FEL_RCP,El tipo de DTE es FACT incluye la marca de exportación y hace referencia a un tipo de DTE FACP y excede los 20 días hábiles.,Error. Excede el tiempo para la emisión de la Factura Definitiva.
0.3.0,02/12/2024,FEL_RCP444,FEL_RCP,El DTE es FACP y el NIT emisor no figura dentro del padrón de exportadores proveído por la Intendencia de Aduanas.,Error. El NIT del emisor no está autorizado para poder emitir el tipo de DTE FACP.
0.3.0,02/12/2024,FEL_RCP445,FEL_RCP,El Tipo de DTE es FACP incluye el tipo de frase 9 y el código de escenario es diferente de 11.,Error. El código de escenario no corresponde para el tipo de DTE.
0.3.0,02/12/2024,FEL_RCP446,FEL_RCP,El contenido de la casilla no coincide con UUID registrado en SAT.,Error. El número de autorización es inválido.
0.3.0,02/12/2024,FEL_RCP447,FEL_RCP,El contenido de la casilla pertenece a un DTE diferente de FACP.,Error. El tipo de DTE no puede ser referenciado.
0.3.0,02/12/2024,FEL_RCP448,FEL_RCP, El contenido de la casilla no coincide con UUID vigente.,Error. La factura provisional se encuentra anulada.
0.3.0,02/12/2024,FEL_RCP449,FEL_RCP,El contenido de la casilla no coincide con Receptor registrada del documento origen registrado en SAT,Error. El receptor del documento origen no es la misma a la del documento de exportación.
0.3.0,02/12/2024,FEL_RCP450,FEL_RCP,El valor de la casilla Tipo de DTE es “CAIS” y el NIT emisor se encuentra dentro del catálogo de contribuyentes no autorizados. (Se restringirá la emisión de CAIS únicamente para los emisores que se encuentren en el catálogo proporcionado.),El NIT emisor no está autorizado para emitir Constancias de Adquisición de Insumos y Servicios.
0.3.0,02/12/2024,FEL_RCP452,FEL_RCP,"El valor de la casilla Tipo de DTE es “CAIS” y el NIT Emisor no tiene vigente la característica especial: “DECRETO 29-89” *La SAT comparte con cada Certificador de DTE, la característica especial de sus acreditados","Error. El NIT Emisor debe contar con la característica especial “DECRETO 29-89”, para el Tipo de DTE “CAIS”."
0.3.0,02/12/2024,FEL_RCP453,FEL_RCP,El número de autorización ingresado corresponde a un DTE el cual no incluye la frase Tipo 4 codigo escenario 11 y el tipo de DTE a emitir es CAIS.,Error. El número de Autorización corresponde a un Documento Origen que no contiene la frase “No afecta al IVA (Decreto 29-89 Ley de Maquila)”
0.3.0,02/12/2024,FEL_RCP454,FEL_RCP,El contenido de la casilla no coincide con la moneda registrada del documento origen registrado en SAT.,Error. La moneda del documento origen no es la misma a la del documento de exportación.
0.3.0,02/12/2024,FEL_RCP459,FEL_RCP,El NIT Emisor no cuenta con una afiliación al IVA con estado Activo para la fecha de emisión del DTE.,Error. El NIT del emisor no cuenta con afiliación al IVA con estado Activo.
0.3.0,02/12/2024,FEL_RCP460,FEL_RCP,"El tipo de DTE contiene uno de los códigos: “CIVA” o “CAIS”, “RECI”, “FESP” y el código de establecimiento, corresponde a un establecimiento de clasificación y tipo que no tiene permitido el tipo de DTE, según la tabla 2.2.3.1 
*Para el tipo de DTE “RECI” Si los contribuyentes no están dentro de los permitidos por código y tipo de establecimiento, pero si cuentan con el tipo de personería indicado en 2.5.2 “Tipos de personería” podrán realizar la emisión.",Error. La clasificación o tipo del establecimiento no le permite el tipo de DTE.
0.3.0,02/12/2024,FEL_RCP463,FEL_RCP,"Se incluye la casilla, el tipo de DTE es “CIVA”, pero la casilla no contiene valor o es mayor al monto total de IVA del DTE registrado en la SAT, al cual se hace referencia según la casilla “Número autorización del documento origen”. Nota: Se debe aplicar la tolerancia de más o menos un decimal, según el anexo “Tolerancia en el cálculo de las casillas numéricas”",Error. El monto exento de IVA no puede ser vacío o mayor al total de IVA del documento origen.
0.3.0,02/12/2024,FEL_RCP465,FEL_RCP, El número de autorización del documento origen cuenta con una constancia CIVA o CAIS con estado vigente,No es permitido emitir derivado que el DTE referenciado cuenta con una constancia con estatus vigente.
0.3.0,02/12/2024,FEL_RCP473,FEL_RCP,"Se incluye la frase de tipo 8 “Frases de exento de ISR” y código de escenario 1 “Exenciones generales universidades”; y: El “Tipo de DTE” es distinto de estos: “FACT”, “FCAM”, “RECI”, “RDON” ó el “Régimen” es distinto de “GEN”; y: El “Tipo de personería” del emisor es distinta de: 740 o 2744","Error. El Código de Escenario 1 para el Tipo “Frases de exento del ISR” no corresponde para: el tipo de DTE, el Régimen del IVA o la Personería."
0.3.0,02/12/2024,FEL_RCP484,FEL_RCP,El tipo de DTE es diferente de FACT o FCAM y el tipo de frase es 4 y el código de escenario es 36.,El código de escenario no corresponde para el tipo de DTE.
0.3.0,02/12/2024,FEL_RCP485,FEL_RCP,Se envía un DTE de tipo RANT y no corresponde el establecimiento para la actividad comercial según la tabla 2.2.3.2 o la actividad económica del establecimiento según la tabla 2.2.3.4.,El DTE no corresponde para la actividad económica o comercial del establecimiento.
0.3.0,02/12/2024,FEL_RCP487,FEL_RCP,El tipo de DTE es diferente de RANT y está presente en el XML más de una vez el mismo tipo de frase.,El tipo de frase y escenario solo pueden incluirse una vez en el XML.
0.3.0,02/12/2024,FEL_RCP489,FEL_RCP,La Marca Exp=SI está presente el tipo de DTE es igual a FPEC o FCPC el tipo de frase es 11 y el código de escenario es diferente de 3; o la Marca Exp=SI está presente el tipo de DTE es igual a FPEC o FCPC se encuentra la casilla ClasificaciónEmisor=’Intermediario’ el tipo de frase es 11 y el código de escenario es diferente de 3.,El código de escenario no corresponde para la exportación del Régimen Pecuario.
0.3.0,02/12/2024,FEL_RCP490,FEL_RCP,La Marca Exp=SI está presente el tipo de DTE es igual a FPEC o FCPC el tipo de frase es 11 y el código de escenario es igual a 3 y la forma de cálculo (Régimen Pecuario Exportador y forma de  pago del impuesto del 2% sobre las ventas brutas) no corresponde a la registrada en RTU.,El código de escenario no corresponde a la forma de cálculo registrada en RTU.
0.3.0,02/12/2024,FEL_RCP491,FEL_RCP,La Marca Exp=SI está presente el tipo de DTE es igual a FARP o FCRP el tipo de frase es 10 y el código de escenario es diferente de 2.,El código de escenario no corresponde para la exportación del Régimen Primario
0.3.0,02/12/2024,FEL_RCP492,FEL_RCP,La Marca Exp=SI está presente el tipo de DTE es igual a FARP o FCRP el tipo de frase es 10 y el código de escenario es igual a 2 y forma de cálculo (Régimen Primario Exportador y forma de pago del impuesto es el 2% sobre las ventas brutas.) no corresponde a la registrada en RTU.,El código de escenario no corresponde a la forma de cálculo registrada en RTU.
0.3.0,02/12/2024,FEL_RCP493,FEL_RCP,No está presenta la marca Exp=SI el tipo de DTE es FPEC o FCPC en la casilla ClasificaciónEmisor=’Intermediario’ el tipo de frase es 11 y el código de escenario es diferente de 2.,El código de escenario no corresponde para la Exportación del Régimen Pecuario.
0.3.0,02/12/2024,FEL_RCP494,FEL_RCP,"Su única clasificación es 1674 y no incluye la marca de exportación, el tipo de DTE es igual a FPEC o FCPC se encuentra la casilla ClasificaciónEmisor=’Intermediario’ el tipo de frase es 11 y el código de escenario es igual a 2 y la forma de cálculo (Régimen Pecuario y forma de pago del impuesto es el 10% sobre las utilidades); o la marca Exp=SI está presente, se encuentra la casilla ClasificaciónEmisor=’Intermediario’, el tipo de frase es 11 y el código de escenario es igual a 3 y la forma de cálculo (Régimen Pecuario y forma de pago del impuesto es el 2% sobre las ventas brutas), no corresponde a la registrada en RTU.",El código de escenario no corresponde a la forma de cálculo registrada en RTU.
0.3.0,02/12/2024,FEL_RCP495,FEL_RCP,No está presente la marca Exp=SI y no está presente la Casilla ClasificacionEmisor y el tipo de frase 11 código de escenario 1 no está presente para los DTE FPEC Y FCPC.,Error. El código de escenario no corresponde para la exportación del Régimen Pecuario.
0.3.0,02/12/2024,FEL_RCP496,FEL_RCP,No está presente la marca Exp=SI y no está presente la Casilla ClasificacionEmisor y el tipo de frase 10 codigo de escenario 1 no está presente para los DTE FARP Y FCRP.,Error. El código de escenario no corresponde para la exportación del Régimen Primario.Se envía un DTE que no corresponde según el establecimiento.
0.3.0,02/12/2024,FEL_RCP497,FEL_RCP,Se envía un DTE que no corresponde según el establecimiento.,Error. El DTE no corresponde para el régimen del establecimiento.
0.3.0,02/12/2024,FEL_RCP498,FEL_RCP,El tipo de DTE es FEPE y el ID Receptor es un NIT de organización empresa.,Error. El ID Receptor no puede ser Jurídica.
0.3.0,02/12/2024,FEL_RCP499,FEL_RCP,"Se incluye la casilla “DestinodelaVenta” el tipo de documento es distinto de FARP o FRCP, y el valor de la casilla es diferente de: 1.Supermercados 2.Mercados cantonales 3.Mercados municipales 4.Centros de acopio 5.Exportación 6.Restaurantes 7. Comercializador O se incluye la casilla “DestinodelaVenta” el tipo de documento es distinto de FPEC o FCPC, y el valor de la casilla es diferente de: 1.Supermercados 2.Mercados cantonales 3.Mercados municipales 4.Centros de acopio 5.Exportación en pie 6.Restaurantes 7. Crianza 8. Engorde 9. Desarrollo 10. Producción 11. Faenado 12.Sacrificio 13.Transformación 14. Comercializador 15. Intermediarios de productos bovinos",Error. El destino de la venta no es correcto para el tipo de documento.
0.3.0,02/12/2024,FEL_RCP535,FEL_RCP,Se valida que el contenido de las casillas total no sea mayor o igual al monto indicado cuando se emiten documentos con receptor CF.,Error. El monto total en Q del documento excede el límite permitido para CF.
0.3.0,02/12/2024,FEL_RCP9,FEL_RCP,"el tipo de DTE es diferente de los permitidos según la matriz 2.5.1.1, la casilla afiliaciónIVA contiene valor “OMI”, se encuentra activo en el MiniRTU y cuenta con estado Inactivo por suspensión del artículo 120; si el campo afiliaciónOmiso contiene valor “GEN” , o si el campo afiliaciónOmiso contiene valor “PEQ”  y la casilla contiene un Régimen del IVA al cual NO se le permite emitir el Tipo de DTE según la matriz “Tipos de DTE por cada afiliación del IVA” (2.5.1).",Error. El Tipo de DTE no aplica para esta afiliación del IVA.
0.3.0,02/12/2024,FEL_SEC500,FEL_SEC,El contenido de la casilla es diferente del resultado de la siguiente operación: casilla Precio menos la casilla descuento y el resultado de ambas dividido entre el factor 1.12; cuando la casilla Código de la Unidad Gravable es igual a 1.,Error. Monto Gravable calculado incorrectamente para el IVA
0.3.0,02/12/2024,FEL_SEC502,FEL_SEC,La casilla está presente en el XML.,Cantidad de Unidades Gravables no debe estar presente para IVA.
0.3.0,02/12/2024,FEL_SEC503,FEL_SEC,La casilla está presente en el XML.,Monto Gravable no debe estar presente para Petróleo.
0.3.0,02/12/2024,FEL_SEC506,FEL_SEC,"Si el tipo de cambio consignado en el XML es GTQ y el contenido de esta casilla es diferente al producto (multiplicación) de las dos casillas siguientes: Tasa específica en Q del Código de la unidad gravable por la Cantidad de Unidades Gravables. Ó, Si el tipo de cambio consignado en el XML es diferente de GTQ y el contenido de esta casilla es diferente de: El valor de la Tasa específica en Q del Código de la unidad gravable dividido entre el tipo de cambio del Banco de Guatemala en la fecha de emisión del DTE y el resultado multiplicarlo por la casilla Cantidad de Unidades Gravables.",Monto del Impuesto calculado incorrectamente para Petróleo.
0.3.0,02/12/2024,FEL_SEC508,FEL_SEC,El contenido de la casilla no existe en el catálogo.,Código de Unidad Gravable no existe en el catálogo para Turismo Hospedaje.
0.3.0,02/12/2024,FEL_SEC509,FEL_SEC,La casilla está presente en el XML.,Cantidad de Unidades Gravables no debe estar presente para Turismo Hospedaje.
0.3.0,02/12/2024,FEL_SEC511,FEL_SEC,La casilla está presente en el XML.,Monto Gravable no debe estar presente para Turismo Pasajes.
0.3.0,02/12/2024,FEL_SEC512,FEL_SEC,El contenido de la casilla no existe en el catálogo de unidades gravables.,Código de Unidad Gravable no existe en el catálogo de Turismo Pasajes.
0.3.0,02/12/2024,FEL_SEC513,FEL_SEC,La casilla no está presente en el XML,Cantidad de Unidades Gravables debe existir para Turismo Pasajes.
0.3.0,02/12/2024,FEL_SEC515,FEL_SEC,El contenido de la casilla no existe en el catálogo.,Código de Unidad Gravable no existe en el catálogo para Timbre de Prensa.
0.3.0,02/12/2024,FEL_SEC518,FEL_SEC,"El contenido de la casilla es diferente del resultado de la siguiente operación: casilla Precio menos la casilla descuento y el resultado de ambas dividido entre el factor 1.12; cuando la casilla Código de la Unidad Gravable correspondiente al impuesto IVA es igual a 1. Ó, El contenido de la casilla es diferente del resultado de la siguiente operación: casilla Precio menos la casilla descuento; cuando la casilla Código de la Unidad Gravable correspondiente al impuesto IVA es igual a 2.",Monto Gravable calculado incorrectamente para Bomberos.
0.3.0,02/12/2024,FEL_SEC519,FEL_SEC,El contenido de la casilla no existe en el catálogo.,Código de Unidad Gravable no existe en el catálogo para Bomberos.
0.3.0,02/12/2024,FEL_SEC523,FEL_SEC,El contenido de la casilla no existe en el catálogo.,Código de Unidad Gravable no existe en el catálogo para Tasa Municipal.
0.3.0,02/12/2024,FEL_SEC533,FEL_SEC,Si el tipo de cambio consignado en el XML es diferente de GTQ y el contenido de esta casilla es diferente de: El valor de la Tasa específica en Q del Código de la unidad gravable dividido entre el tipo de cambio del Banco de Guatemala en la fecha de emisión del DTE y el resultado multiplicarlo por la casilla Cantidad de Unidades Gravables.,Monto del Impuesto calculado incorrectamente para Petróleo.
0.3.0,02/12/2024,FEL_SEC535,FEL_SEC,Se valida que el contenido de las casillas total no sea mayor o igual al monto indicado cuando se emiten documentos con receptor CF.,Error. El monto total en Q del documento excede el límite permitido para CF.
